date,open,high,low,close,adjusted_close,volume
2007-01-01,12.000000,12.066151,11.584049,11.648261,11.648261,5849932
2007-01-02,11.648261,11.954203,11.620350,11.925627,11.925627,4896784
2007-01-03,11.925627,11.967491,11.820892,11.862535,11.862535,8190199
2007-01-04,11.862535,11.892859,11.463415,11.492794,11.492794,8215372
2007-01-05,11.492794,11.494819,11.131388,11.133349,11.133349,6913741
2007-01-08,11.133349,11.325185,11.127911,11.319656,11.319656,8337171
2007-01-09,11.319656,11.344737,11.050055,11.074593,11.074593,9803222
2007-01-10,11.074593,11.078746,10.999428,11.003555,11.003555,7554707
2007-01-11,11.003555,11.119085,10.952181,11.067413,11.067413,2125602
2007-01-12,11.067413,11.420820,11.066816,11.420203,11.420203,8066062
2007-01-15,11.420203,11.429319,11.394570,11.403672,11.403672,3114940
2007-01-16,11.403672,11.635876,11.345855,11.577179,11.577179,6746047
2007-01-17,11.577179,11.659502,11.536756,11.618933,11.618933,5711946
2007-01-18,11.618933,11.927393,11.542826,11.849774,11.849774,9532682
2007-01-19,11.849774,11.934250,11.786292,11.870656,11.870656,9002964
2007-01-22,11.870656,11.908826,11.856184,11.894326,11.894326,5610636
2007-01-23,11.894326,11.952686,11.800751,11.858937,11.858937,3842741
2007-01-24,11.858937,12.078580,11.853526,12.073070,12.073070,3522817
2007-01-25,12.073070,12.195543,12.049355,12.171635,12.171635,4789006
2007-01-26,12.171635,12.444097,12.143920,12.415826,12.415826,4082782
2007-01-29,12.415826,12.421764,12.398812,12.404745,12.404745,3406521
2007-01-30,12.404745,12.492386,12.384728,12.472260,12.472260,10676595
2007-01-31,12.472260,12.475150,12.438933,12.441815,12.441815,5389526
2007-02-01,12.441815,12.458938,12.371934,12.388984,12.388984,4422382
2007-02-02,12.388984,12.865109,12.376139,12.851783,12.851783,4671736
2007-02-05,12.851783,13.097661,12.820994,13.066358,13.066358,4671258
2007-02-06,13.066358,13.334270,13.020297,13.287430,13.287430,7343432
2007-02-07,13.287430,13.306639,13.043072,13.061955,13.061955,5981449
2007-02-08,13.061955,13.252122,13.054497,13.244560,13.244560,4880562
2007-02-09,13.244560,13.472866,13.155286,13.382661,13.382661,3784675
2007-02-12,13.382661,14.039574,13.329831,13.984369,13.984369,8068950
2007-02-13,13.984369,14.159341,13.975289,14.150154,14.150154,7513898
2007-02-14,14.150154,14.635860,14.093749,14.577751,14.577751,5769472
2007-02-15,14.577751,14.698296,14.571582,14.692079,14.692079,8973386
2007-02-16,14.692079,14.913547,14.623762,14.844522,14.844522,3940607
2007-02-19,14.844522,15.122561,14.842722,15.120728,15.120728,7429538
2007-02-20,15.120728,15.150074,14.984349,15.013486,15.013486,10102578
2007-02-21,15.013486,15.163720,14.942808,15.092669,15.092669,6606157
2007-02-22,15.092669,15.302473,15.063675,15.273132,15.273132,2829942
2007-02-23,15.273132,15.333681,15.193652,15.254125,15.254125,7430036
2007-02-26,15.254125,15.378362,14.667672,14.788114,14.788114,6750544
2007-02-27,14.788114,14.916711,14.626639,14.754949,14.754949,8406701
2007-02-28,14.754949,14.885042,14.676342,14.806162,14.806162,9089747
2007-03-01,14.806162,14.911592,14.552251,14.656616,14.656616,6769912
2007-03-02,14.656616,14.781631,14.647247,14.772189,14.772189,2956772
2007-03-05,14.772189,14.937558,14.735188,14.900236,14.900236,5173677
2007-03-06,14.900236,14.917295,14.839737,14.856746,14.856746,5342271
2007-03-07,14.856746,14.877046,14.735621,14.755784,14.755784,5090758
2007-03-08,14.755784,14.985491,14.750085,14.979706,14.979706,6782600
2007-03-09,14.979706,14.979882,14.914227,14.914402,14.914402,5828896
2007-03-12,14.914402,15.246552,14.889292,15.220927,15.220927,3469268
2007-03-13,15.220927,15.268421,14.967654,15.014504,15.014504,3772105
2007-03-14,15.014504,15.542242,14.999502,15.526728,15.526728,5515244
2007-03-15,15.526728,15.553181,15.366426,15.392650,15.392650,7055347
2007-03-16,15.392650,15.536595,15.256883,15.400756,15.400756,4436616
2007-03-19,15.400756,15.412670,15.397923,15.409835,15.409835,5579730
2007-03-20,15.409835,15.477169,15.264493,15.331485,15.331485,7821897
2007-03-21,15.331485,15.381248,15.178254,15.227680,15.227680,6456983
2007-03-22,15.227680,15.603602,15.174946,15.549753,15.549753,6040901
2007-03-23,15.549753,15.951341,15.506174,15.906761,15.906761,5351168
2007-03-26,15.906761,16.000426,15.502936,15.594764,15.594764,7405392
2007-03-27,15.594764,15.602266,15.416076,15.423495,15.423495,3328744
2007-03-28,15.423495,15.534469,15.269961,15.380626,15.380626,4427513
2007-03-29,15.380626,15.635896,15.356163,15.611067,15.611067,8088066
2007-03-30,15.611067,15.649391,15.367538,15.405358,15.405358,12635493
2007-04-02,15.405358,15.443319,15.381010,15.418949,15.418949,10641084
2007-04-03,15.418949,15.422915,15.407089,15.411053,15.411053,8630225
2007-04-04,15.411053,15.432461,15.189542,15.210671,15.210671,6189023
2007-04-05,15.210671,15.289172,15.160026,15.238435,15.238435,7646697
2007-04-06,15.238435,15.492762,15.123463,15.376746,15.376746,6698891
2007-04-09,15.376746,15.380999,14.306167,14.310125,14.310125,4773346
2007-04-10,14.310125,14.517967,14.281770,14.489257,14.489257,5799370
2007-04-11,14.489257,14.598775,14.445095,14.554415,14.554415,6610459
2007-04-12,14.554415,14.626826,14.462712,14.535026,14.535026,3346302
2007-04-13,14.535026,14.668742,14.475357,14.608771,14.608771,7828124
2007-04-16,14.608771,14.677061,14.119091,14.185401,14.185401,6601387
2007-04-17,14.185401,14.263162,13.994837,14.071975,14.071975,7092054
2007-04-18,14.071975,14.166897,14.014518,14.109287,14.109287,7567112
2007-04-19,14.109287,14.341632,14.066493,14.298264,14.298264,4452568
2007-04-20,14.298264,14.309710,14.120263,14.131576,14.131576,5673282
2007-04-23,14.131576,14.525098,14.101463,14.494213,14.494213,4732372
2007-04-24,14.494213,14.532680,14.191220,14.228983,14.228983,4357720
2007-04-25,14.228983,14.309469,14.122555,14.202894,14.202894,12542807
2007-04-26,14.202894,14.215289,14.187015,14.199408,14.199408,6916853
2007-04-27,14.199408,14.235370,14.093465,14.129250,14.129250,5075170
2007-04-30,14.129250,14.150942,14.110910,14.132598,14.132598,4446090
2007-05-01,14.132598,14.268265,14.058680,14.194026,14.194026,3691600
2007-05-02,14.194026,14.671491,14.163659,14.640170,14.640170,4863724
2007-05-03,14.640170,14.952737,14.513641,14.824615,14.824615,6492058
2007-05-04,14.824615,14.979451,14.796197,14.950792,14.950792,7235294
2007-05-07,14.950792,14.960574,14.776911,14.786585,14.786585,4837631
2007-05-08,14.786585,14.801382,14.691188,14.705905,14.705905,6454622
2007-05-09,14.705905,14.749167,14.680762,14.723994,14.723994,3638740
2007-05-10,14.723994,15.069642,14.683605,15.028419,15.028419,7553648
2007-05-11,15.028419,15.099370,15.013710,15.084607,15.084607,3160665
2007-05-14,15.084607,15.487614,15.057240,15.459567,15.459567,4382242
2007-05-15,15.459567,15.483827,15.178502,15.202359,15.202359,6729891
2007-05-16,15.202359,15.260167,15.180829,15.238586,15.238586,8408869
2007-05-17,15.238586,15.411956,15.129045,15.301960,15.301960,10333282
2007-05-18,15.301960,15.322906,15.058161,15.078802,15.078802,3490279
2007-05-21,15.078802,15.142297,15.055519,15.118952,15.118952,2773909
2007-05-22,15.118952,15.387770,15.051391,15.319314,15.319314,6467407
2007-05-23,15.319314,15.423892,15.316952,15.421514,15.421514,3068515
2007-05-24,15.421514,15.636629,15.398611,15.613441,15.613441,7968673
2007-05-25,15.613441,15.922033,15.541813,15.849322,15.849322,5471291
2007-05-28,15.849322,16.151513,15.804764,16.106232,16.106232,7193612
2007-05-29,16.106232,16.146032,16.047418,16.087171,16.087171,5052103
2007-05-30,16.087171,16.101885,15.966601,15.981218,15.981218,6476566
2007-05-31,15.981218,16.034713,15.947325,16.000779,16.000779,4940445
2007-06-01,16.000779,16.065412,15.962737,16.027307,16.027307,3437325
2007-06-04,16.027307,16.162286,15.934067,16.068805,16.068805,4678768
2007-06-05,16.068805,16.074474,15.714727,15.720274,15.720274,13567556
2007-06-06,15.720274,15.771229,15.692218,15.743132,15.743132,8889915
2007-06-07,15.743132,15.812845,14.711691,14.777126,14.777126,9460374
2007-06-08,14.777126,15.141670,14.741068,15.104812,15.104812,4095471
2007-06-11,15.104812,15.134881,14.902147,14.931871,14.931871,9054808
2007-06-12,14.931871,14.953884,14.904017,14.926021,14.926021,8301842
2007-06-13,14.926021,15.004305,14.826185,14.904355,14.904355,4242813
2007-06-14,14.904355,15.032583,14.894886,15.023039,15.023039,4758626
2007-06-15,15.023039,15.456925,14.944908,15.376953,15.376953,6148796
2007-06-18,15.376953,15.403054,15.297402,15.323413,15.323413,4915712
2007-06-19,15.323413,15.723514,15.265680,15.664496,15.664496,6008356
2007-06-20,15.664496,15.729338,15.616113,15.680904,15.680904,4209849
2007-06-21,15.680904,15.779566,15.629644,15.728151,15.728151,6667870
2007-06-22,15.728151,15.855420,15.391547,15.517107,15.517107,5242647
