date,open,high,low,close,adjusted_close,volume
2007-01-01,66.000000,66.098284,65.878495,65.976744,65.976744,4636917
2007-01-02,65.976744,67.082368,65.849033,66.952767,66.952767,4463127
2007-01-03,66.952767,67.064797,66.147845,66.258713,66.258713,7134002
2007-01-04,66.258713,66.881933,66.121481,66.743696,66.743696,7187937
2007-01-05,66.743696,67.143205,65.591142,65.986117,65.986117,7824764
2007-01-08,65.986117,66.473075,64.300287,64.778332,64.778332,6238970
2007-01-09,64.778332,64.851826,64.556168,64.629493,64.629493,7273156
2007-01-10,64.629493,65.953196,64.515224,65.836793,65.836793,6615865
2007-01-11,65.836793,66.008246,65.766978,65.938323,65.938323,8696599
2007-01-12,65.938323,66.643536,65.845274,66.549624,66.549624,4918310
2007-01-15,66.549624,66.620316,66.286605,66.357093,66.357093,7251060
2007-01-16,66.357093,66.611298,66.349513,66.603690,66.603690,5834874
2007-01-17,66.603690,66.731974,65.920138,66.047350,66.047350,7122710
2007-01-18,66.047350,66.902967,66.003414,66.858492,66.858492,3743459
2007-01-19,66.858492,67.302439,66.538806,66.982162,66.982162,6247981
2007-01-22,66.982162,67.122823,66.748371,66.888836,66.888836,6124452
2007-01-23,66.888836,67.183812,66.051897,66.344473,66.344473,5484132
2007-01-24,66.344473,66.916700,66.082934,66.653941,66.653941,6862700
2007-01-25,66.653941,66.835846,66.505593,66.687423,66.687423,5193093
2007-01-26,66.687423,66.761534,66.162724,66.236333,66.236333,8452603
2007-01-29,66.236333,66.841296,66.048245,66.652028,66.652028,7971740
2007-01-30,66.652028,66.894091,66.347801,66.589638,66.589638,7021411
2007-01-31,66.589638,66.841922,66.133442,66.384951,66.384951,5845080
2007-02-01,66.384951,66.758027,66.105486,66.478169,66.478169,6333845
2007-02-02,66.478169,66.653460,66.437504,66.612712,66.612712,5612864
2007-02-05,66.612712,67.286340,66.322947,66.994912,66.994912,4677794
2007-02-06,66.994912,67.598380,66.793458,67.395721,67.395721,4202147
2007-02-07,67.395721,67.903895,66.725805,67.232751,67.232751,5292958
2007-02-08,67.232751,67.491698,67.110582,67.369281,67.369281,5609705
2007-02-09,67.369281,67.918376,67.212336,67.760519,67.760519,4868129
2007-02-12,67.760519,68.266303,67.146448,67.651418,67.651418,3904040
2007-02-13,67.651418,68.154794,67.537180,68.039900,68.039900,5233510
2007-02-14,68.039900,68.631768,67.831622,68.422320,68.422320,4127879
2007-02-15,68.422320,68.753077,67.902312,68.232150,68.232150,8182461
2007-02-16,68.232150,69.075574,67.681461,68.522541,68.522541,7735469
2007-02-19,68.522541,68.809346,68.167136,68.453652,68.453652,8343645
2007-02-20,68.453652,68.456917,68.437264,68.440528,68.440528,6253268
2007-02-21,68.440528,68.483713,68.008123,68.051062,68.051062,5829670
2007-02-22,68.051062,68.837103,67.600877,68.384712,68.384712,4728719
2007-02-23,68.384712,68.576344,67.340940,67.530179,67.530179,3462937
2007-02-26,67.530179,67.748159,66.825476,67.041880,67.041880,8705810
2007-02-27,67.041880,67.350355,66.605023,66.912905,66.912905,5117615
2007-02-28,66.912905,67.922416,66.648042,67.654617,67.654617,8058014
2007-03-01,67.654617,68.027098,67.006443,67.377397,67.377397,4154527
2007-03-02,67.377397,67.734283,67.334125,67.690810,67.690810,5572445
2007-03-05,67.690810,68.209600,67.276354,67.794509,67.794509,4785001
2007-03-06,67.794509,68.331275,67.338041,67.874270,67.874270,6583528
2007-03-07,67.874270,67.969690,67.197224,67.291825,67.291825,5121185
2007-03-08,67.291825,67.733558,67.135142,67.576213,67.576213,4504239
2007-03-09,67.576213,67.994856,66.672241,67.087859,67.087859,5140789
2007-03-12,67.087859,67.885875,67.084357,67.882332,67.882332,5779706
2007-03-13,67.882332,68.284492,67.653367,68.054944,68.054944,5065769
2007-03-14,68.054944,69.301180,67.400160,68.640760,68.640760,3294655
2007-03-15,68.640760,68.749064,68.322966,68.430939,68.430939,3367020
2007-03-16,68.430939,69.321077,68.215422,69.103442,69.103442,8580449
2007-03-19,69.103442,69.165785,69.083137,69.145467,69.145467,5444523
2007-03-20,69.145467,69.544395,68.788143,69.186857,69.186857,9246585
2007-03-21,69.186857,69.331598,68.622083,68.765944,68.765944,3396892
2007-03-22,68.765944,69.370365,68.507665,69.110791,69.110791,2381699
2007-03-23,69.110791,69.309389,68.541177,68.738706,68.738706,7953151
2007-03-26,68.738706,69.119701,68.645136,69.025741,69.025741,6033283
2007-03-27,69.025741,69.067894,69.020294,69.062445,69.062445,4715044
2007-03-28,69.062445,70.299774,68.622444,69.854726,69.854726,4426349
