date,open,high,low,close,adjusted_close,volume
2007-01-01,1.100000,1.100573,1.067589,1.068145,1.068145,6216674
2007-01-02,1.068145,1.112596,1.067519,1.111944,1.111944,7962180
2007-01-03,1.111944,1.114776,1.082324,1.085088,1.085088,6048098
2007-01-04,1.085088,1.090708,1.082777,1.088390,1.088390,3780667
2007-01-05,1.088390,1.088553,1.037149,1.037305,1.037305,5259243
2007-01-08,1.037305,1.047058,1.032038,1.041769,1.041769,6031859
2007-01-09,1.041769,1.064741,1.039467,1.062394,1.062394,8215368
2007-01-10,1.062394,1.065121,1.055654,1.058370,1.058370,11518058
2007-01-11,1.058370,1.088380,1.053899,1.083802,1.083802,4526663
2007-01-12,1.083802,1.085632,1.038654,1.040411,1.040411,5574720
2007-01-15,1.040411,1.040729,1.026769,1.027083,1.027083,4032780
2007-01-16,1.027083,1.039792,1.026132,1.038830,1.038830,3448572
2007-01-17,1.038830,1.049947,1.037818,1.048925,1.048925,3184948
2007-01-18,1.048925,1.063481,1.047633,1.062173,1.062173,4747714
2007-01-19,1.062173,1.065339,1.016159,1.019197,1.019197,8702126
2007-01-22,1.019197,1.045120,1.017648,1.043534,1.043534,9042229
2007-01-23,1.043534,1.047743,1.013335,1.017439,1.017439,4396263
2007-01-24,1.017439,1.028887,1.015740,1.027172,1.027172,9360746
2007-01-25,1.027172,1.029892,0.998542,1.001193,1.001193,5345818
2007-01-26,1.001193,1.038704,0.999985,1.037452,1.037452,11216497
2007-01-29,1.037452,1.085362,1.032143,1.079836,1.079836,9889106
2007-01-30,1.079836,1.079954,1.048680,1.048795,1.048795,6570019
2007-01-31,1.048795,1.053698,1.047085,1.051983,1.051983,3815396
2007-02-01,1.051983,1.056257,1.042702,1.046956,1.046956,8926906
2007-02-02,1.046956,1.081584,1.045297,1.079873,1.079873,5987733
2007-02-05,1.079873,1.094237,1.076486,1.090816,1.090816,9314981
2007-02-06,1.090816,1.093218,1.075747,1.078121,1.078121,4715510
2007-02-07,1.078121,1.078824,1.057385,1.058075,1.058075,5359183
2007-02-08,1.058075,1.065742,1.046769,1.054410,1.054410,5036782
2007-02-09,1.054410,1.061357,0.979501,0.985997,0.985997,11768119
2007-02-12,0.985997,0.987607,0.982635,0.984242,0.984242,3728580
2007-02-13,0.984242,1.008858,0.983491,1.008089,1.008089,6277721
2007-02-14,1.008089,1.046522,1.004654,1.042969,1.042969,12545672
2007-02-15,1.042969,1.095643,1.037276,1.089695,1.089695,3666049
2007-02-16,1.089695,1.097079,1.041424,1.048529,1.048529,3671952
2007-02-19,1.048529,1.054396,0.990896,0.996472,0.996472,7234957
2007-02-20,0.996472,0.996867,0.985210,0.985601,0.985601,3916436
2007-02-21,0.985601,1.014952,0.979593,1.008803,1.008803,4740466
2007-02-22,1.008803,1.026929,1.000596,1.018642,1.018642,7163449
2007-02-23,1.018642,1.019434,1.006995,1.007778,1.007778,9441661
2007-02-26,1.007778,1.010662,0.964866,0.967635,0.967635,4476857
2007-02-27,0.967635,0.967834,0.950703,0.950898,0.950898,4867444
2007-02-28,0.950898,0.961158,0.947465,0.957700,0.957700,6439891
2007-03-01,0.957700,0.961323,0.919364,0.922854,0.922854,3910898
2007-03-02,0.922854,0.978303,0.918180,0.973373,0.973373,18460660
2007-03-05,0.973373,0.986958,0.971907,0.985474,0.985474,8194918
2007-03-06,0.985474,0.986201,0.982961,0.983686,0.983686,7275208
2007-03-07,0.983686,0.987601,0.956671,0.960494,0.960494,8755186
2007-03-08,0.960494,0.982634,0.956847,0.978917,0.978917,2875434
2007-03-09,0.978917,0.981263,0.939090,0.941346,0.941346,4290196
2007-03-12,0.941346,0.943208,0.930954,0.932798,0.932798,5763359
2007-03-13,0.932798,0.934087,0.896674,0.897915,0.897915,4708050
2007-03-14,0.897915,0.951864,0.894614,0.948378,0.948378,8398262
2007-03-15,0.948378,0.948954,0.927216,0.927779,0.927779,6819014
2007-03-16,0.927779,0.944499,0.923419,0.940081,0.940081,10977857
2007-03-19,0.940081,0.958267,0.935184,0.953300,0.953300,7062046
2007-03-20,0.953300,0.983680,0.947634,0.977868,0.977868,8945480
2007-03-21,0.977868,0.980682,0.941950,0.944668,0.944668,8674451
2007-03-22,0.944668,0.969846,0.943328,0.968472,0.968472,8440793
2007-03-23,0.968472,0.981398,0.966145,0.979045,0.979045,3454570
2007-03-26,0.979045,1.002125,0.974468,0.997461,0.997461,9767462
2007-03-27,0.997461,0.998705,0.976451,0.977670,0.977670,8515002
2007-03-28,0.977670,0.979920,0.975743,0.977993,0.977993,5755093
2007-03-29,0.977993,1.040985,0.977690,1.040662,1.040662,6527316
2007-03-30,1.040662,1.043821,1.014737,1.017827,1.017827,8264882
2007-04-02,1.017827,1.019459,1.007314,1.008932,1.008932,5977052
2007-04-03,1.008932,1.017853,1.002678,1.011582,1.011582,6594542
2007-04-04,1.011582,1.030783,1.010124,1.029300,1.029300,6165074
2007-04-05,1.029300,1.032533,1.022059,1.025280,1.025280,11662450
2007-04-06,1.025280,1.026087,0.982633,0.983408,0.983408,4788611
2007-04-09,0.983408,0.988563,0.946605,0.951594,0.951594,4241066
2007-04-10,0.951594,0.958314,0.933173,0.939810,0.939810,5466272
2007-04-11,0.939810,1.003396,0.934480,0.997737,0.997737,9974779
2007-04-12,0.997737,1.000319,0.991307,0.993879,0.993879,7375327
2007-04-13,0.993879,1.015656,0.991846,1.013583,1.013583,8895916
2007-04-16,1.013583,1.030075,1.013581,1.030072,1.030072,3662319
2007-04-17,1.030072,1.044088,1.023592,1.037560,1.037560,4504129
2007-04-18,1.037560,1.044844,1.014884,1.022059,1.022059,3145965
2007-04-19,1.022059,1.024222,1.011850,1.013995,1.013995,8072436
2007-04-20,1.013995,1.023318,0.995796,1.005036,1.005036,4200881
2007-04-23,1.005036,1.043797,1.001639,1.040281,1.040281,11861821
2007-04-24,1.040281,1.057524,1.033599,1.050774,1.050774,7706512
2007-04-25,1.050774,1.053005,1.008311,1.010456,1.010456,5597424
2007-04-26,1.010456,1.018089,1.009797,1.017425,1.017425,8094132
2007-04-27,1.017425,1.052303,1.016020,1.050852,1.050852,11283767
2007-04-30,1.050852,1.056313,1.025130,1.030485,1.030485,2961750
2007-05-01,1.030485,1.033251,1.027887,1.030653,1.030653,6248589
2007-05-02,1.030653,1.050583,1.030281,1.050205,1.050205,3198166
2007-05-03,1.050205,1.052409,1.010004,1.012128,1.012128,13005947
2007-05-04,1.012128,1.017634,1.010616,1.016116,1.016116,6087026
2007-05-07,1.016116,1.043218,1.015896,1.042992,1.042992,7895855
2007-05-08,1.042992,1.061293,1.038713,1.056956,1.056956,4834000
2007-05-09,1.056956,1.079991,1.055943,1.078957,1.078957,6350663
2007-05-10,1.078957,1.094431,1.072227,1.087647,1.087647,4216588
2007-05-11,1.087647,1.089436,1.078143,1.079919,1.079919,5710732
2007-05-14,1.079919,1.097902,1.075366,1.093293,1.093293,9045422
2007-05-15,1.093293,1.113144,1.088629,1.108415,1.108415,5747885
2007-05-16,1.108415,1.109111,1.089540,1.090224,1.090224,7228964
2007-05-17,1.090224,1.155818,1.084344,1.149618,1.149618,4470906
2007-05-18,1.149618,1.192824,1.143672,1.186686,1.186686,4301107
2007-05-21,1.186686,1.190661,1.156784,1.160672,1.160672,8996052
2007-05-22,1.160672,1.165409,1.159086,1.163819,1.163819,9078902
2007-05-23,1.163819,1.168818,1.151526,1.156493,1.156493,5422988
2007-05-24,1.156493,1.198226,1.152694,1.194302,1.194302,5062709
2007-05-25,1.194302,1.194363,1.189620,1.189680,1.189680,3703848
2007-05-28,1.189680,1.262309,1.185008,1.257371,1.257371,4772883
2007-05-29,1.257371,1.279059,1.253120,1.274749,1.274749,4015154
2007-05-30,1.274749,1.313373,1.274194,1.312801,1.312801,5269820
2007-05-31,1.312801,1.321562,1.280519,1.289121,1.289121,3812228
2007-06-01,1.289121,1.292082,1.279875,1.282822,1.282822,3301567
2007-06-04,1.282822,1.285422,1.241798,1.244320,1.244320,6372911
2007-06-05,1.244320,1.246081,1.183035,1.184712,1.184712,9553065
2007-06-06,1.184712,1.220951,1.178884,1.214974,1.214974,3886832
2007-06-07,1.214974,1.222684,1.211096,1.218794,1.218794,4922989
2007-06-08,1.218794,1.223061,1.158257,1.162326,1.162326,7966638
2007-06-11,1.162326,1.163559,1.148860,1.150081,1.150081,11260523
2007-06-12,1.150081,1.150768,1.144418,1.145102,1.145102,4696369
2007-06-13,1.145102,1.160183,1.142894,1.157950,1.157950,5488416
2007-06-14,1.157950,1.160561,1.140022,1.142598,1.142598,4937060
2007-06-15,1.142598,1.186886,1.139912,1.184102,1.184102,11622828
2007-06-18,1.184102,1.186600,1.162850,1.165308,1.165308,6571123
2007-06-19,1.165308,1.204857,1.164045,1.203553,1.203553,5141121
2007-06-20,1.203553,1.203688,1.200593,1.200728,1.200728,5732675
2007-06-21,1.200728,1.203725,1.200224,1.203221,1.203221,4282908
2007-06-22,1.203221,1.242932,1.200040,1.239655,1.239655,3338879
2007-06-25,1.239655,1.247524,1.205877,1.213581,1.213581,8712313
2007-06-26,1.213581,1.216574,1.192420,1.195368,1.195368,4722619
2007-06-27,1.195368,1.195654,1.191225,1.191509,1.191509,4907461
2007-06-28,1.191509,1.200059,1.187491,1.196025,1.196025,5807583
2007-06-29,1.196025,1.231873,1.195564,1.231398,1.231398,4927892
2007-07-02,1.231398,1.263265,1.229888,1.261718,1.261718,5833781
2007-07-03,1.261718,1.266208,1.221797,1.226161,1.226161,4528139
2007-07-04,1.226161,1.227642,1.210628,1.212093,1.212093,7055551
2007-07-05,1.212093,1.213612,1.170859,1.172329,1.172329,9049701
2007-07-06,1.172329,1.215069,1.169902,1.212560,1.212560,4216000
2007-07-09,1.212560,1.233392,1.211590,1.232406,1.232406,5121201
2007-07-10,1.232406,1.282664,1.231578,1.281803,1.281803,5836970
2007-07-11,1.281803,1.282465,1.230998,1.231635,1.231635,5076788
2007-07-12,1.231635,1.368661,1.225833,1.362244,1.362244,7066048
